locus_tag	gene	product
karp_09550	NA	Conjugative transfer protein
karp_09555	ltrA	group II intron reverse transcriptase/maturase
karp_09560	traA	conjugal transfer protein TraA
karp_09565	traA	conjugal transfer protein TraA
karp_09570	NA	Putative conjugative transfer protein TraI
karp_09575	NA	DDE superendonuclease family protein
karp_09580	NA	Transposase family protein
karp_09585	NA	Conjugal transfer protein TraI
karp_09590	NA	Toprim domain protein
karp_09595	NA	transposase
karp_09600	virD4	Type IV secretory pathway, VirD4 component, TraG/TraD family ATPase
karp_09605	NA	Conjugal transfer protein
karp_09610	NA	hypothetical protein
karp_09615	traG	conjugal transfer protein TraG
karp_09620	NA	Conjugal transfer protein TraH
karp_09625	NA	Conjugal transfer protein TraH
karp_09630	traF	conjugal transfer protein
karp_09635	NA	hypothetical protein
karp_09640	NA	DUF4065 domain-containing protein
karp_09645	NA	TPR repeat-containing protein 03
karp_09650	NA	Ankyrin repeat protein with 14 ankyrin repeats
karp_09655	NA	Transposase IS116/IS110/IS902 family protein
karp_09660	NA	IS110 family transposase
karp_09665	NA	conjugal transfer protein TraN
karp_09670	traN	conjugal transfer protein TraN
karp_09675	trbC	type-F conjugative transfer system pilin assembly protein TrbC
karp_09680	traU	conjugal transfer protein
karp_09685	NA	hypothetical protein
karp_09690	traW	type-F conjugative transfer system protein TraW
karp_09695	NA	Conjugal transfer protein TraC
karp_09700	virB4	conjugal transfer protein
karp_09705	traV	Uncharacterised protein
karp_09710	NA	Conjugal transfer protein
karp_09715	NA	Conjugal transfer protein
karp_09720	traK2	Uncharacterised protein
karp_09725	traK1	Uncharacterised protein
karp_09730	traE	conjugative transfer protein
karp_09735	traL	Uncharacterised protein
karp_09740	NA	Integrase
karp_09745	NA	Integrase
karp_09750	NA	hypothetical protein
karp_09755	spoT	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
karp_09760	aNKYR	Ankyrin repeat protein with 5 ankyrin repeats
karp_09765	NA	Membrane protein
karp_09770	dam	DNA methyltransferase
karp_09775	NA	Histidine kinase domain-containing protein
karp_09780	baeS	sensor histidine kinase
karp_09785	spoT	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
karp_09790	NA	hypothetical protein
karp_09795	NA	hypothetical protein
karp_09800	NA	hypothetical protein
karp_09805	NA	hypothetical protein
karp_09810	NA	hypothetical protein
karp_09815	NA	Preprotein translocase SecA subunit-like protein
karp_09820	secA	preprotein translocase SecA subunit-like protein
karp_09825	traD	conjugative transfer protein
karp_09830	ltrA	group II intron reverse transcriptase/maturase
karp_09835	traN	conjugal transfer protein TraN
karp_09840	trbC	type-F conjugative transfer system pilin assembly protein TrbC
karp_09845	NA	Conjugal transfer protein
karp_09850	NA	Transposase
karp_09855	NA	hypothetical protein
karp_09860	NA	hypothetical protein
karp_09865	NA	Conjugal transfer protein TraC
karp_09870	traV	hypothetical protein
karp_09875	NA	Conjugal transfer protein
karp_09880	traK1	Uncharacterised protein
karp_09885	NA	hypothetical protein
karp_09890	NA	Conjugal transfer protein TraE
karp_09895	traL	Uncharacterised protein
karp_09900	NA	Phage integrase family protein
karp_09905	NA	Integrase
karp_09910	NA	Replicative DNA helicase
karp_09915	NA	(P)pGpp hydrolase
karp_09920	NA	DDE superendonuclease family protein
karp_09925	NA	DDE superendonuclease family protein
karp_09930	trpS	tryptophan--tRNA ligase
karp_09935	NA	DDE-3 domain-containing protein
karp_09940	NA	hypothetical protein
karp_09945	NA	DDE transposase family protein
karp_09950	kdpD	hybrid sensor histidine kinase/response regulator
karp_09955	NA	hypothetical protein
karp_09960	NA	IS5 family transposase ISOt6
karp_09965	NA	Transposase
karp_09970	tnp-IS5	IS5 family transposase
karp_09975	NA	DDE superendonuclease family protein
karp_09980	NA	Tetratricopeptide and ankyrin rep with 1 trp repeats
karp_09985	NA	hypothetical protein
karp_09990	NA	DDE superendonuclease family protein
karp_09995	NA	DDE superendonuclease family protein
karp_10000	NA	Transposase
karp_10005	NA	DDE superendonuclease family protein
karp_10010	NA	DDE superendonuclease family protein
karp_10015	tsaC	threonylcarbamoyl-AMP synthase
karp_10020	glyS	glycine--tRNA ligase subunit beta
karp_10025	glyQ	glycine--tRNA ligase subunit alpha
karp_10030	tsa56	type-specific antigen TSA56
karp_10035	NA	Type specific antigen
karp_10040	murC	UDP-N-acetylmuramate--L-alanine ligase
karp_10045	murB	UDP-N-acetylenolpyruvoylglucosamine reductase
karp_10050	ddl	D-alanine--D-alanine ligase
karp_10055	ftsQ	cell division protein FtsQ
karp_10060	recF	DNA replication/repair protein RecF
karp_10065	NA	DDE superendonuclease family protein
karp_10070	NA	DDE superendonuclease family protein
karp_10075	NA	Conjugal transfer protein TraH
karp_10080	NA	IS5 family transposase ISOt6
karp_10085	NA	IS5 family transposase ISOt6
karp_10090	NA	IS5 family transposase ISOt6
karp_10095	traA	conjugal transfer protein TraA
karp_10100	NA	Conjugative transfer protein
karp_10105	NA	Ankyrin repeat-containing protein 16
karp_10110	NA	Conjugal transfer protein
karp_10115	NA	Conjugal transfer protein TraH
karp_10120	NA	Conjugal transfer protein TraH
karp_10125	traG	conjugal transfer protein TraG
karp_10130	NA	hypothetical protein
karp_10135	NA	Conjugal transfer protein
karp_10140	virD4	Type IV secretory pathway, VirD4 component, TraG/TraD family ATPase
karp_10145	NA	transposase
karp_10150	NA	Conjugal transfer protein TraI
karp_10155	traA	conjugal transfer protein TraA
karp_10160	traA	conjugal transfer protein TraA
karp_10165	NA	conjugal transfer protein
karp_10170	NA	Preprotein translocase SecA subunit-like protein
karp_10175	NA	hypothetical protein
karp_10180	NA	hypothetical protein
karp_10185	NA	Ankyrin repeat-containing protein 14
karp_10190	NA	hypothetical protein
karp_10195	NA	hypothetical protein
karp_10200	spoT	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
karp_10205	baeS	sensor histidine kinase
karp_10210	baeS	Signal transduction histidine kinase
karp_10215	NA	hypothetical protein
karp_10220	NA	Putative ompA-like autotransporter
karp_10225	aNKYR	Ankyrin repeat
karp_10230	dnaB	replicative DNA helicase
karp_10235	traA	conjugal transfer protein TraA
karp_10240	NA	Conjugal transfer protein
karp_10245	NA	Conjugal transfer protein
karp_10250	traK2	Uncharacterised protein
karp_10255	traK1	hypothetical protein
karp_10260	NA	hypothetical protein
karp_10265	NA	TraE family protein
karp_10270	traL	Uncharacterised protein
karp_10275	NA	Integrase
karp_10280	NA	Integrase
karp_10285	NA	DnaA-N domain-containing protein
karp_10290	dnaB	replicative DNA helicase
karp_10295	spoT	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
karp_10300	aNKYR	Ankyrin repeat protein with 5 ankyrin repeats
karp_10305	NA	Membrane protein
karp_10310	NA	Site-specific DNA-methyltransferase (adenine-specific)
karp_10315	NA	hypothetical protein
karp_10320	NA	hypothetical protein
karp_10325	NA	Transposase
karp_10330	putP	sodium:proline symporter
karp_10335	NA	Replicative DNA helicase
karp_10340	NA	ATP-binding protein
karp_10345	baeS	Signal transduction histidine kinase
karp_10350	NA	ATP-binding protein
karp_10355	NA	(P)pGpp hydrolase
karp_10360	spoT	(p)ppGpp synthase/hydrolase, HD superfamily
karp_10365	NA	transposase
karp_10370	NA	Conjugal transfer protein TraD
karp_10375	NA	hypothetical protein
karp_10380	NA	Conjugative transfer protein
karp_10385	NA	Conjugal transfer TraD family protein
karp_10390	traA	conjugal transfer protein TraA
karp_10395	traA	conjugal transfer protein TraA
karp_10400	traA	conjugal transfer protein TraA
karp_10405	traI	conjugal transfer protein TraI
karp_10410	NA	hypothetical protein
karp_10415	NA	Conjugal transfer protein TraI
karp_10420	NA	transposase
karp_10425	virD4	Type IV secretory pathway, VirD4 component, TraG/TraD family ATPase
karp_10430	NA	Conjugal transfer protein
karp_10435	NA	hypothetical protein
karp_10440	traG	conjugal transfer protein TraG
karp_10445	traH	conjugal transfer protein TraH
karp_10450	traF	conjugal transfer protein
karp_10455	NA	hypothetical protein
karp_10460	NA	DUF4065 domain-containing protein
karp_10465	pilW	type IV pilus biogenesis/stability protein PilW
karp_10470	NA	Type-F conjugative transfer system pilin assembly protein TrbC
karp_10475	traU	conjugal transfer protein
karp_10480	NA	hypothetical protein
karp_10485	traW	type-F conjugative transfer system protein TraW
karp_10490	NA	Conjugal transfer protein TraC
karp_10495	NA	Conjugal transfer protein TraC
karp_10500	traV	hypothetical protein
karp_10505	NA	Conjugal transfer protein
karp_10510	NA	Conjugal transfer protein
karp_10515	traK2	Uncharacterised protein
karp_10520	traK1	Uncharacterised protein
karp_10525	NA	hypothetical protein
karp_10530	NA	TraE family protein
karp_10535	traL	Uncharacterised protein
karp_10540	NA	Integrase
karp_10545	NA	Integrase
karp_10550	NA	hypothetical protein
karp_10555	NA	hypothetical protein
karp_10560	rppH	RNA pyrophosphohydrolase
karp_10565	NA	Conjugal transfer protein TraA
karp_10570	traA	conjugal transfer protein TraA
karp_10575	secA	preprotein translocase subunit SecA
karp_10580	NA	peptidylprolyl isomerase
karp_10585	folC	bifunctional folylpolyglutamate synthase/dihydrofolate synthase
karp_10590	thrS	threonine--tRNA ligase
karp_10595	infC	translation initiation factor IF-3
karp_10600	dut	deoxyuridine 5'-triphosphate nucleotidohydrolase
karp_10605	atpH	ATP synthase subunit delta
karp_10610	atpA	ATP synthase subunit alpha
karp_10615	atpG	ATPase
karp_10620	NA	hypothetical protein
karp_10625	NA	hypothetical protein
karp_10630	alaS	alanine--tRNA ligase
karp_10635	gltX	glutamate--tRNA ligase
karp_10640	iscA	iron-sulfur cluster assembly accessory protein
karp_10645	argS	arginine--tRNA ligase
karp_10650	NA	SPOR domain-containing protein
karp_10655	NA	Transposase
karp_10660	NA	Transposase
karp_10665	purC	Phosphoribosylaminoimidazole-succinocarboxamide synthase
karp_10670	NA	Phosphoribosylaminoimidazolesuccinocarboxamide synthase
karp_10675	yfjG	ubiquinone-binding protein
karp_10680	lipA	lipoyl synthase
karp_10685	sppA	signal peptide peptidase SppA
karp_10690	smpB	SsrA-binding protein SmpB
karp_10695	dapA	4-hydroxy-tetrahydrodipicolinate synthase
karp_10700	ilvE	branched chain amino acid aminotransferase
karp_10705	recD	ATP-dependent RecD-like DNA helicase
karp_10710	rplS	50S ribosomal protein L19
karp_10715	trmD	tRNA (guanine(37)-N(1))-methyltransferase
karp_10720	NA	hypothetical protein
karp_10725	popZ	Cell pole-organizing protein PopZ
karp_10730	tolC	TolC family protein
karp_10740	xerD	site-specific tyrosine recombinase XerD
karp_10745	NA	hypothetical protein
karp_10750	NA	conjugal transfer protein
karp_10755	surf1	surfeit locus protein 1
karp_10760	fabZ	beta-hydroxyacyl-ACP dehydratase
karp_10765	rsmD	16S rRNA (guanine(966)-N(2))-methyltransferase RsmD
karp_10770	radA	DNA repair protein RadA
karp_10775	rhaT	membrane protein
karp_10780	NA	DUF3857 domain-containing protein
karp_10785	NA	DUF3857 domain-containing protein
karp_10790	NA	Reverse transcriptase
karp_10795	NA	Conjugal transfer protein TraI
karp_10800	NA	IS5 family transposase ISOt6
karp_10805	NA	IS5 family transposase ISOt6
karp_10810	NA	Ankyrin repeat family protein
karp_10815	baeS	sensor histidine kinase
karp_10820	spoT	(p)ppGpp synthase/hydrolase, HD superfamily
karp_10825	NA	transposase
karp_10830	NA	Conjugal transfer protein TraD
karp_10835	NA	TPR repeat-containing protein 08
karp_10840	aNKYR	Ankyrin repeat protein with 5 ankyrin repeats
karp_10845	NA	(P)pGpp hydrolase
karp_10850	NA	(P)pGpp hydrolase
karp_10855	dnaB	replicative DNA helicase
karp_10860	NA	DnaA-N domain-containing protein
karp_10865	NA	hypothetical protein
karp_10875	ndk	nucleoside-diphosphate kinase
karp_10880	NA	transposase
karp_10885	traA	conjugal transfer protein TraA
karp_10890	traA	conjugal transfer protein TraA
karp_10895	traA	conjugal transfer protein TraA
karp_10900	ltrA	group II intron reverse transcriptase/maturase
karp_10905	ltrA	group II intron reverse transcriptase/maturase
karp_10910	traD	conjugative transfer protein
karp_10915	NA	hypothetical protein
karp_10920	NA	hypothetical protein
karp_10925	NA	DDE superendonuclease family protein
karp_10930	NA	DDE superendonuclease family protein
karp_10935	NA	Integrase
karp_10940	NA	hypothetical protein
karp_10945	rpoD	RNA polymerase sigma factor RpoD
karp_10950	dnaG	DNA primase
karp_10955	NA	Transposase
karp_10960	dprA	DNA-processing protein DprA
karp_10965	ahpC	alkyl hydroperoxide reductase
karp_10970	tnp-ISOt5	IS110 family ISOt5 transposase
karp_10975	NA	Replicative DNA helicase
karp_10980	NA	hypothetical protein
karp_10985	NA	Transposase
karp_10990	NA	hypothetical protein
karp_10995	dnaB	replicative DNA helicase
karp_11000	NA	DnaA-N domain-containing protein
karp_11005	NA	DnaA-N domain-containing protein
karp_11010	NA	Transposase
karp_11015	NA	Conjugal transfer protein TraD
karp_11020	traA	conjugal transfer protein TraA
karp_11025	NA	Conjugal transfer protein TraA
karp_11030	NA	hypothetical protein
karp_11035	grxC	glutaredoxin
karp_11040	NA	hypothetical protein
karp_11045	gtaA	DUF2163 domain-containing protein
karp_11050	NA	TIGR02217 family protein
karp_11055	NA	hypothetical protein
karp_11060	NA	head-tail adaptor protein
karp_11065	NA	hypothetical protein
karp_11070	gtaC	phage major capsid protein
karp_11075	gtaF	prohead protease
karp_11080	NA	hypothetical protein
karp_11085	ftsZ	cell division protein FtsZ
karp_11090	murA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
karp_11095	NA	hypothetical protein
karp_11105	NA	IS110 family transposase
karp_11110	brkB	Virulence factor BrkB
karp_11115	NA	DDE superendonuclease family protein
karp_11120	NA	DDE superendonuclease family protein
karp_11125	NA	hypothetical protein
karp_11130	nuoA	NADH-quinone oxidoreductase subunit A
karp_11135	nuoB	NADH-quinone oxidoreductase subunit B
karp_11140	nuoC	NADH-quinone oxidoreductase subunit C
karp_11145	nuoD	NADH-quinone oxidoreductase subunit D
karp_11150	nuoE	NADH-quinone oxidoreductase subunit E
karp_11155	nuoF	NADH-quinone oxidoreductase subunit F
karp_11160	NA	hypothetical protein
karp_11165	NA	IS630 family transposase
karp_11170	tlc	ADP/ATP carrier protein
karp_11175	NA	TrbC/VIRB2 pilin
karp_11180	NA	TrbC/VIRB2 pilin
karp_11185	NA	TrbC/VIRB2 pilin
karp_11190	ruvC	crossover junction endodeoxyribonuclease RuvC
karp_11195	dusB	tRNA dihydrouridine synthase DusB
karp_11200	yggU	UPF0235 protein OTT_0925
karp_11205	ubiG	bifunctional 3-demethylubiquinone 3-O-methyltransferase/2-octaprenyl-6-hydroxy phenol methylase
karp_11210	prmC	peptide chain release factor N(5)-glutamine methyltransferase
karp_11215	truA	tRNA pseudouridine(38-40) synthase TruA
karp_11220	rplM	50S ribosomal protein L13
karp_11225	rpsI	30S ribosomal protein S9
karp_11235	NA	hypothetical protein
karp_11240	NA	DDE superendonuclease family protein
karp_11245	NA	DDE superendonuclease family protein
karp_11250	NA	hypothetical protein
karp_11255	NA	Transposase
karp_11260	NA	IS630 family transposase
karp_11265	NA	hypothetical protein
karp_11270	ccmF	cytochrome C biogenesis protein
karp_11275	mgtE	magnesium transporter
karp_11280	NA	hypothetical protein
karp_11285	sodB	superoxide dismutase
karp_11290	sucA	2-oxoglutarate dehydrogenase E1 component
karp_11295	sucB	dihydrolipoamide succinyltransferase
karp_11300	NA	hypothetical protein
karp_11305	NA	MFS transporter
karp_11310	yraN	YraN family protein
karp_11315	coxC	cytochrome c oxidase subunit III
karp_11320	ruvB	Holliday junction branch migration DNA helicase RuvB
karp_11325	ruvA	Holliday junction branch migration protein RuvA
karp_11330	NA	hypothetical protein
karp_11335	NA	hypothetical protein
karp_11340	araJ	MFS transporter
karp_11345	NA	IS630 family transposase
karp_11350	NA	Ankyrin repeat protein with 14 ankyrin repeats
karp_11355	NA	Transposase IS116/IS110/IS902 family protein
karp_11360	NA	IS110 family transposase
karp_11365	NA	IS630 family transposase
karp_11370	NA	IS630 family transposase
karp_11375	putP	sodium:proline symporter
karp_11380	NA	IS982 family transposase
karp_11385	NA	hypothetical protein
karp_11395	NA	hypothetical protein
karp_11400	tnp-IS5	IS5 family transposase
karp_11405	NA	DDE superendonuclease family protein
karp_11410	NA	Integrase
karp_11415	traL	Uncharacterised protein
karp_11420	NA	Conjugal transfer protein TraE
karp_11425	NA	Conjugal transfer protein TraE
karp_11430	traK1	Uncharacterised protein
karp_11435	traK2	Uncharacterised protein
karp_11440	NA	Conjugal transfer protein
karp_11445	NA	Conjugal transfer protein
karp_11450	virB4	Type IV secretory pathway, VirB4 component
karp_11455	traW	type-F conjugative transfer system protein TraW
karp_11460	NA	hypothetical protein
karp_11465	traU	conjugal transfer protein
karp_11470	trbC	type-F conjugative transfer system pilin assembly protein TrbC
karp_11475	traN	conjugal transfer protein TraN
karp_11480	NA	Ankyrin repeat-containing protein 09
karp_11485	traN	conjugal transfer protein TraN
karp_11490	trbC	type-F conjugative transfer system pilin assembly protein TrbC
karp_11495	NA	Conjugal transfer protein
karp_11500	traC	conjugal transfer protein TraC
karp_11505	traV	Uncharacterised protein
karp_11510	NA	Conjugal transfer protein
karp_11515	NA	Conjugal transfer protein
karp_11520	traK2	Uncharacterised protein
karp_11525	traK1	hypothetical protein
karp_11530	NA	hypothetical protein
karp_11535	NA	TraE family protein
karp_11540	traL	Uncharacterised protein
karp_11545	NA	Integrase
karp_11550	ypwA	carboxypeptidase M32
karp_11555	mgtE	magnesium transporter
karp_11565	holB2	DNA polymerase III subunit delta
karp_11570	leuS	leucine--tRNA ligase
karp_11575	pcaH	intradiol ring-cleavage dioxygenase
karp_11580	NA	hypothetical protein
karp_11585	ppx	exopolyphosphatase
karp_11590	NA	Transposase
karp_11595	NA	IS5 family transposase ISOt6
karp_11600	NA	DDE superendonuclease family protein
karp_11605	NA	IS5 family transposase ISOt6
karp_11610	NA	Transposase
karp_11615	NA	Transposase
karp_11620	traA	conjugal transfer protein TraA
karp_11625	dnaB	replicative DNA helicase
karp_11630	aNKYR	Ankyrin repeat
karp_11635	NA	Putative ompA-like autotransporter
karp_11640	NA	ATP-binding protein
karp_11645	NA	(P)pGpp hydrolase
karp_11650	NA	hypothetical protein
karp_11655	NA	Conjugative transfer protein
karp_11660	NA	Conjugal transfer TraD family protein
karp_11665	traA	conjugal transfer protein TraA
karp_11670	NA	Transposase
karp_11675	NA	hypothetical protein
karp_11680	NA	hypothetical protein
karp_11685	NA	IS982 family transposase
karp_11690	NA	Conjugal transfer protein TraI
karp_11695	NA	hypothetical protein
karp_11700	NA	hypothetical protein
karp_11705	NA	hypothetical protein
karp_11710	NA	hypothetical protein
karp_11715	NA	hypothetical protein
karp_11720	NA	Conjugal transfer protein TraI
karp_11725	rpnC	transposase
karp_11730	NA	IS110-like element ISOt5 family transposase
karp_11735	NA	Ankyrin repeat-containing protein 16
karp_11740	traF	conjugal transfer protein
karp_11745	NA	Conjugal transfer protein TraH
karp_11750	NA	Conjugal transfer protein TraH
karp_11755	traG	conjugal transfer protein TraG
karp_11760	NA	hypothetical protein
karp_11765	NA	Conjugal transfer protein
karp_11770	virD4	Type IV secretory pathway, VirD4 component, TraG/TraD family ATPase
karp_11775	NA	transposase
karp_11780	NA	Conjugal transfer protein TraI
karp_11785	NA	Transposase
karp_11790	NA	hypothetical protein
karp_11795	traA	conjugal transfer protein TraA
karp_11800	ltrA	group II intron reverse transcriptase/maturase
karp_11805	traD	conjugative transfer protein
karp_11810	NA	exodeoxyribonuclease III
karp_11815	NA	Exodeoxyribonuclease III
karp_11820	NA	(P)ppGpp synthetase
karp_11825	NA	Repeat-containing protein D
karp_11830	spoT	(p)ppGpp synthase/hydrolase, HD superfamily
karp_11835	NA	(P)pGpp hydrolase
karp_11840	baeS	sensor histidine kinase
karp_11845	baeS	Signal transduction histidine kinase
karp_11850	NA	hypothetical protein
karp_11855	NA	Putative ompA-like autotransporter
karp_11860	aNKYR	Ankyrin repeat
karp_11865	dnaB	replicative DNA helicase
karp_11870	NA	IS982 family transposase
karp_11875	NA	Transposase
karp_11880	NA	IS630 family transposase
karp_11885	sdhB	succinate dehydrogenase iron-sulfur subunit
karp_11890	sdhA	succinate dehydrogenase flavoprotein subunit
karp_11895	sdhD	succinate dehydrogenase, hydrophobic membrane anchor protein
karp_11900	sdhC	succinate dehydrogenase, cytochrome b556 subunit
karp_11905	NA	Integrase
karp_11910	NA	hypothetical protein
karp_11915	NA	DnaA-N domain-containing protein
karp_11920	NA	hypothetical protein
karp_11925	NA	hypothetical protein
karp_11930	NA	Uncharacterised protein
karp_11935	cyaY	iron donor protein CyaY
karp_11940	mdlB	ATP-binding protein
karp_11945	NA	DDE superendonuclease family protein
karp_11950	NA	Putative transposase
karp_11955	NA	IS5 family transposase ISOt6
karp_11960	NA	Hormone receptor domain-containing protein
karp_11965	virB4-2	virB4 protein precursor
karp_11970	gapA	type I glyceraldehyde-3-phosphate dehydrogenase
karp_11975	pgk	phosphoglycerate kinase
karp_11980	NA	hypothetical protein
karp_11985	proS	proline--tRNA ligase
karp_11990	clpX	ATP-dependent Clp protease ATP-binding subunit ClpX
karp_11995	efp	elongation factor P
karp_12000	suhB	extragenic suppressor protein SuhB
karp_12005	tsaB	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB
karp_12010	NA	IS982 family transposase
karp_12015	NA	Transposase
karp_12020	NA	IS5 family transposase ISOt6
karp_12025	NA	IS5 family transposase ISOt6
karp_12030	NA	DDE superendonuclease family protein
karp_12035	prfA	peptide chain release factor 1
karp_12040	NA	Peptidylprolyl isomerase
karp_12045	era	GTPase Era
karp_12050	NA	hypothetical protein
karp_12055	bamE	SmpA / OmlA family
karp_12060	rpmF	50S ribosomal protein L32
karp_12065	coxW	cytochrome c oxidase assembly protein
karp_12070	hisJ	amino acid ABC transporter substrate-binding protein
karp_12075	dapB	dihydrodipicolinate reductase
karp_12080	sixA	phosphohistidine phosphatase
karp_12085	uvrD	ATP-dependent DNA helicase UvrD
karp_12090	gltP	dicarboxylate/amino acid:cation symporter
karp_12095	pcnB	poly(A) polymerase
karp_12100	znuA	zinc ABC transporter substrate-binding protein
karp_12110	himA	Bacterial nucleoid DNA-binding protein IHF-alpha
karp_12115	surA	Chaperone SurA
karp_12120	rsmA	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))- dimethyltransferase
karp_12125	rmuC	DNA recombination protein RmuC
karp_12130	rseP	RIP metalloprotease RseP
karp_12135	bamA	outer membrane protein assembly factor BamA
karp_12140	NA	Thioredoxin
karp_12145	NA	hypothetical protein
karp_12150	rpmJ	50S ribosomal protein L36
karp_12155	NA	Transposase
karp_12160	NA	IS982 family transposase
karp_12165	NA	DDE superendonuclease family protein
karp_12170	NA	DDE superendonuclease family protein
karp_12175	NA	IS5 family transposase ISOt6
karp_12180	NA	Transposase
karp_12185	NA	Transposase
karp_12190	traA	conjugal transfer protein TraA
karp_12195	dnaB	replicative DNA helicase
karp_12200	NA	RNA-binding protein
karp_12205	NA	RNA-binding protein
karp_12210	NA	Site-specific DNA-methyltransferase (adenine-specific)
karp_12215	NA	ATP-binding protein
karp_12220	NA	ATP-binding protein
karp_12225	NA	ATP-binding protein
karp_12230	NA	ATP-binding protein
karp_12235	baeS	ATP-binding protein
karp_12240	spoT	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
karp_12245	NA	transposase
karp_12250	NA	hypothetical protein
karp_12255	NA	A nuclease family of the HNH/ENDO VII superfamily with conserved AHH
karp_12260	NA	IS110 family transposase
karp_12265	NA	Transposase IS116/IS110/IS902 family protein
karp_12270	NA	hypothetical protein
karp_12275	NA	DnaA-N domain-containing protein
karp_12280	dnaB	replicative DNA helicase
karp_12285	spoT	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
karp_12290	aNKYR	Ankyrin repeat protein with 5 ankyrin repeats
karp_12295	NA	Membrane protein
karp_12300	dam	DNA methyltransferase
karp_12305	baeS	sensor histidine kinase
karp_12310	baeS	sensor histidine kinase
karp_12315	spoT	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
karp_12320	NA	transposase
karp_12325	traD	conjugative transfer protein
karp_12330	ltrA	group II intron reverse transcriptase/maturase
karp_12335	traA	conjugal transfer protein TraA
karp_12340	traI	conjugal transfer protein TraI
karp_12345	NA	transposase
karp_12350	traD	conjugal transfer protein
karp_12355	NA	TPR repeat-containing protein 08
karp_12360	traG	conjugal transfer protein TraG
karp_12365	traH	conjugal transfer protein TraH
karp_12370	traF	conjugal transfer protein
karp_12375	traN	conjugal transfer protein TraN
karp_12380	trbC	type-F conjugative transfer system pilin assembly protein TrbC
karp_12385	traU	conjugal transfer protein
karp_12390	NA	hypothetical protein
karp_12395	traW	type-F conjugative transfer system protein TraW
karp_12400	traC	conjugal transfer protein TraC
karp_12405	traV	Uncharacterised protein
karp_12410	traB	conjugal transfer protein
karp_12415	traK2	Uncharacterised protein
karp_12420	NA	Conjugative transfer protein
karp_12425	traK1	Uncharacterised protein
karp_12430	traE	conjugative transfer protein
karp_12435	traL	Uncharacterised protein
karp_12440	bcp	peroxiredoxin
karp_12445	xerD	Site-specific recombinase XerD
karp_12450	NA	hypothetical protein
karp_12455	NA	Preprotein translocase SecA subunit-like protein
karp_12460	NA	Conjugative transfer protein
karp_12465	ltrA	group II intron reverse transcriptase/maturase
karp_12470	ltrA	group II intron reverse transcriptase/maturase
karp_12475	traA	conjugal transfer protein TraA
karp_12480	NA	Conjugal transfer protein TraI
karp_12485	NA	Toprim domain protein
karp_12490	NA	transposase
karp_12495	traD	conjugal transfer protein
karp_12500	NA	TPR repeat-containing protein 08
karp_12505	traG	conjugal transfer protein TraG
karp_12510	NA	Transposase IS116/IS110/IS902 family protein
karp_12515	NA	IS110 family transposase
karp_12520	NA	IS5 family transposase ISOt6
karp_12525	virD4	Type IV secretory pathway, VirD4 component, TraG/TraD family ATPase
karp_12530	NA	transposase
karp_12535	NA	Conjugal transfer protein TraI
karp_12540	traA	conjugal transfer protein TraA
karp_12545	traA	conjugal transfer protein TraA
karp_12550	traA	conjugal transfer protein TraA
karp_12555	NA	Conjugative transfer protein
karp_12560	NA	Conjugal transfer protein TraD
karp_12565	NA	transposase
karp_12570	spoT	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
karp_12575	baeS	sensor histidine kinase
karp_12580	baeS	sensor histidine kinase
karp_12585	NA	Replicative DNA helicase
karp_12590	NA	Ankyrin repeat protein with 1 ankyrin repeats
karp_12595	dam	DNA-adenine methylase
karp_12600	NA	Membrane protein
karp_12605	aNKYR	Ankyrin repeat
karp_12610	spoT	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
karp_12615	NA	hypothetical protein
karp_12620	dnaB	replicative DNA helicase
karp_12625	traA	conjugal transfer protein TraA
karp_12630	NA	Conjugal transfer protein
karp_12635	NA	Conjugal transfer protein TraE
karp_12640	traL	Uncharacterised protein
karp_12645	NA	Integrase
karp_12650	NA	DDE superendonuclease family protein
karp_12655	NA	DDE superendonuclease family protein
karp_12660	NA	DDE superendonuclease family protein
karp_12665	NA	Integrase
karp_12670	gdhA	NAD-glutamate dehydrogenase
karp_12675	mnmE	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE
karp_12680	xerC	recombinase XerC
karp_12685	dksA	RNA polymerase-binding protein DksA
karp_12690	ppa	inorganic pyrophosphatase
