#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
gilliam_10750        -          TPR_16               PF13432.10   6.9e-88  288.8  30.1   1.6e-10   41.4   0.8  13.2   2   2  12  15  15  15  15 -
ut76_01395           -          TPR_16               PF13432.10   1.7e-87  287.6   2.9   3.1e-09   37.3   0.1  12.1   1   1  10  13  13  13  13 -
gilliam_06625        -          TPR_16               PF13432.10   9.7e-86  282.0  20.5   1.1e-10   41.9   0.0  11.6   3   2  11  14  14  14  14 -
gilliam_05995        -          TPR_16               PF13432.10   3.6e-80  264.1  12.0   1.1e-10   42.0   0.1  11.7   3   2   9  13  13  13  13 -
ta686_06495          -          TPR_16               PF13432.10     1e-78  259.5  17.4   7.4e-09   36.1   0.0  11.8   1   1  11  12  12  12  12 -
ta686_08325          -          TPR_16               PF13432.10   1.9e-76  252.2  16.8   6.5e-11   42.6   0.2   8.8   1   1   8   9   9   9   9 -
ut176_00365          -          TPR_16               PF13432.10   7.9e-76  250.3   4.4   6.2e-09   36.3   0.1  11.8   1   1  12  13  13  13  13 -
ut176_04860          -          TPR_16               PF13432.10   7.9e-76  250.3   4.4   6.2e-09   36.3   0.1  11.8   1   1  12  13  13  13  13 -
ut176_05285          -          TPR_16               PF13432.10   7.9e-76  250.3   4.4   6.2e-09   36.3   0.1  11.8   1   1  12  13  13  13  13 -
ut176_09840          -          TPR_16               PF13432.10     2e-75  249.0  14.7   6.2e-09   36.3   0.1  11.8   1   1  10  12  12  12  12 -
gilliam_09395        -          TPR_16               PF13432.10   1.1e-74  246.6   7.1   6.7e-09   36.2   0.0  10.8   1   1  10  11  11  11  11 -
karp_00635           -          TPR_16               PF13432.10     4e-73  241.6   6.9   7.5e-12   45.6   0.2  10.8   3   3   5  11  11  11   9 -
ta686_12460          -          TPR_16               PF13432.10   2.4e-72  239.1  19.1   2.3e-09   37.7   0.1   9.6   1   1   9  10  10  10  10 -
kato_08130           -          TPR_16               PF13432.10   5.2e-69  228.5   0.0     9e-08   32.6   0.0  13.4   2   2  13  15  15  15  14 -
karp_09530           -          TPR_16               PF13432.10   9.4e-68  224.4  12.7   3.4e-10   40.3   0.1   9.9   2   2   6  10  10  10  10 -
gilliam_07885        -          TPR_16               PF13432.10   4.7e-67  222.2   0.5     2e-08   34.7   0.0  10.6   1   1  11  12  12  12  12 -
karp_01040           -          TPR_16               PF13432.10   9.4e-64  211.6  14.2   3.8e-09   37.0   0.1   9.2   1   1   7  10  10  10  10 -
kato_00790           -          TPR_16               PF13432.10   1.2e-63  211.3   0.0   6.6e-10   39.4   0.0  10.4   2   1  10  12  12  12  12 -
karp_07815           -          TPR_16               PF13432.10   2.4e-63  210.3   7.6   3.7e-08   33.8   0.1   8.2   1   1  10  11  11  11  11 -
ut176_02445          -          TPR_16               PF13432.10   8.3e-63  208.6   2.6     7e-10   39.3   0.0   8.0   2   2   7   9   9   9   9 -
boryong_07370        -          TPR_16               PF13432.10   3.2e-62  206.7   0.1   3.1e-09   37.2   0.1   7.8   3   2   5   8   8   8   8 -
ikeda_09470          -          TPR_16               PF13432.10   6.2e-59  196.2   0.0   3.4e-10   40.4   0.0   7.9   1   1   7   9   9   9   8 -
kato_04115           -          TPR_16               PF13432.10   3.1e-58  194.0   3.3   1.6e-09   38.2   0.1   8.2   3   1   4   8   8   8   8 -
kato_08440           -          TPR_16               PF13432.10   3.1e-58  194.0   3.3   1.6e-09   38.2   0.1   8.2   3   1   4   8   8   8   8 -
ta686_02040          -          TPR_16               PF13432.10     5e-58  193.3  20.5   9.4e-08   32.5   0.2   9.2   1   1  10  11  11  11  11 -
ut76_03145           -          TPR_16               PF13432.10   5.8e-57  189.9   0.0   6.6e-09   36.2   0.0   9.1   2   2   8  10  10  10  10 -
ut176_04380          -          TPR_16               PF13432.10   5.9e-57  189.9  13.0     5e-08   33.4   0.0   9.8   1   1  10  11  11  11  11 -
ut176_08880          -          TPR_16               PF13432.10   1.7e-56  188.4   0.2   5.6e-09   36.4   0.0   7.7   3   3   6   9   9   9   9 -
kato_06665           -          TPR_16               PF13432.10   3.4e-56  187.5   0.1   1.8e-08   34.8   0.4   9.4   3   3   7  10  10  10   9 -
ikeda_01310          -          TPR_16               PF13432.10   6.2e-56  186.6   0.2     3e-08   34.1   0.0   9.4   3   3   7  10  10  10   9 -
gilliam_07410        -          TPR_16               PF13432.10   1.9e-55  185.1   1.4   6.3e-08   33.1   0.0   8.2   2   2   7   9   9   9   9 -
ta686_00215          -          TPR_16               PF13432.10   1.7e-54  182.0   0.1   3.4e-08   33.9   0.0   9.3   3   3   7  10  10  10   9 -
ta686_05190          -          TPR_16               PF13432.10   1.7e-54  182.0   0.1   3.4e-08   33.9   0.0   9.3   3   3   7  10  10  10   9 -
ta686_07620          -          TPR_16               PF13432.10   1.2e-53  179.3   2.0   1.1e-08   35.5   0.0   7.4   2   2   7   9   9   9   9 -
gilliam_07975        -          TPR_16               PF13432.10   7.1e-53  176.8   0.0   3.4e-10   40.4   0.0   8.2   1   1   6   9   9   9   8 -
ut76_10160           -          TPR_16               PF13432.10   1.6e-52  175.7   0.1   7.7e-07   29.6   0.3   9.5   3   3   7  10  10  10   9 -
ut176_01130          -          TPR_16               PF13432.10     5e-52  174.1   9.6   1.6e-09   38.2   0.0   8.3   1   1   8   9   9   9   8 -
ut176_07345          -          TPR_16               PF13432.10     7e-52  173.7   0.0   5.9e-10   39.6   0.0   8.0   1   1   8   9   9   9   9 -
ut76_00890           -          TPR_16               PF13432.10   4.8e-51  171.0   0.0   6.3e-10   39.5   0.0   8.4   1   1   6   9   9   9   8 -
karp_04940           -          TPR_16               PF13432.10     3e-50  168.5   0.0   1.6e-08   35.0   0.0   7.8   2   2   5   8   8   8   8 -
karp_07160           -          TPR_16               PF13432.10     3e-50  168.5   0.0   1.6e-08   35.0   0.0   7.8   2   2   5   8   8   8   8 -
karp_07740           -          TPR_16               PF13432.10     3e-50  168.5   0.0   1.6e-08   35.0   0.0   7.8   2   2   5   8   8   8   8 -
karp_08445           -          TPR_16               PF13432.10     3e-50  168.5   0.0   1.6e-08   35.0   0.0   7.8   2   2   5   8   8   8   8 -
ut176_08060          -          TPR_16               PF13432.10   5.6e-50  167.6   0.0   1.2e-08   35.3   0.0   7.9   2   2   5   8   8   8   8 -
ut76_11135           -          TPR_16               PF13432.10     1e-49  166.7  12.8     6e-09   36.3   0.1   7.4   2   2   3   7   7   7   7 -
karp_02650           -          TPR_16               PF13432.10   1.9e-49  165.9   0.1   6.3e-10   39.5   0.0   8.0   1   1   7   9   9   9   8 -
kato_06230           -          TPR_16               PF13432.10   1.9e-49  165.9   0.1   6.3e-10   39.5   0.0   8.0   1   1   7   9   9   9   8 -
ut76_01455           -          TPR_16               PF13432.10   1.9e-49  165.9   0.1   6.3e-10   39.5   0.0   8.0   1   1   7   9   9   9   8 -
gilliam_04155        -          TPR_16               PF13432.10   6.4e-49  164.2   0.3   3.3e-10   40.4   0.0   8.3   1   1   6   9   9   9   8 -
gilliam_04405        -          TPR_16               PF13432.10   1.2e-48  163.3  12.9   4.8e-11   43.1   0.1   6.8   2   1   4   7   7   7   7 -
karp_03465           -          TPR_16               PF13432.10   1.3e-48  163.2   0.0   1.6e-05   25.4   0.0   9.8   1   1   9  10  10  10  10 -
karp_10465           -          TPR_16               PF13432.10   1.3e-48  163.2   0.0   1.6e-05   25.4   0.0   9.8   1   1   9  10  10  10  10 -
ta686_08005          -          TPR_16               PF13432.10   4.3e-47  158.4   3.5     6e-08   33.1   0.0   8.5   2   1   7   9   9   9   9 -
karp_00485           -          TPR_16               PF13432.10   5.6e-47  158.0   0.2   3.5e-08   33.9   0.0   7.9   1   1   6   8   8   8   7 -
karp_07475           -          TPR_16               PF13432.10   5.6e-47  158.0   0.2   3.5e-08   33.9   0.0   7.9   1   1   6   8   8   8   7 -
ut76_10340           -          TPR_16               PF13432.10   1.1e-46  157.1   0.0   1.3e-08   35.3   0.0   6.9   2   2   4   7   7   7   7 -
ta686_02130          -          TPR_16               PF13432.10   2.7e-45  152.6   1.4   3.7e-09   37.0   0.0   6.3   1   1   5   7   7   7   6 -
kato_10180           -          TPR_16               PF13432.10   2.5e-44  149.5   4.8   2.7e-08   34.3   0.0   6.0   1   1   6   7   7   7   7 -
karp_03595           -          TPR_16               PF13432.10   2.8e-44  149.4  13.0   5.5e-09   36.5   0.1   6.9   2   2   4   7   7   7   7 -
kato_08500           -          TPR_16               PF13432.10   3.6e-44  149.0   0.6   1.3e-10   41.6   0.0   5.6   1   1   5   6   6   6   5 -
ut176_03600          -          TPR_16               PF13432.10   3.2e-43  146.0   0.1   4.2e-10   40.0   0.0   4.7   2   1   3   5   5   5   5 -
ut76_06370           -          TPR_16               PF13432.10   1.1e-42  144.2   0.0   1.6e-09   38.2   0.0   5.7   1   1   5   6   6   6   6 -
kato_10250           -          TPR_16               PF13432.10   1.5e-42  143.8   0.9   1.3e-10   41.7   0.0   5.2   1   1   3   5   5   5   5 -
ut176_05280          -          TPR_16               PF13432.10   2.3e-42  143.2   0.1   5.7e-10   39.6   0.0   4.9   2   1   3   5   5   5   5 -
ut176_09885          -          TPR_16               PF13432.10   2.5e-42  143.1   7.0   1.6e-05   25.4   0.1   8.4   3   3   5   9   9   9   8 -
ta686_05305          -          TPR_16               PF13432.10     4e-41  139.3   0.1   2.4e-08   34.4   0.0   5.4   1   1   6   7   7   7   6 -
ta686_06215          -          TPR_16               PF13432.10     4e-41  139.3   0.1   2.4e-08   34.4   0.0   5.4   1   1   6   7   7   7   6 -
karp_12355           -          TPR_16               PF13432.10   1.5e-40  137.4   0.0     2e-09   37.9   0.0   7.1   2   2   6   8   8   8   7 -
ta686_09350          -          TPR_16               PF13432.10   3.3e-40  136.3   0.0   4.8e-09   36.7   0.0   5.7   2   2   5   7   7   7   6 -
gilliam_02095        -          TPR_16               PF13432.10   4.2e-40  136.0   0.1   9.6e-08   32.5   0.0   7.1   1   1   8   9   9   9   8 -
gilliam_01525        -          TPR_16               PF13432.10   8.8e-40  135.0   0.0     8e-08   32.7   0.0   7.1   2   2   4   7   7   7   6 -
gilliam_01700        -          TPR_16               PF13432.10   8.8e-40  135.0   0.0     8e-08   32.7   0.0   7.1   2   2   4   7   7   7   6 -
gilliam_10090        -          TPR_16               PF13432.10   8.8e-40  135.0   0.0     8e-08   32.7   0.0   7.1   2   2   4   7   7   7   6 -
gilliam_08555        -          TPR_16               PF13432.10   9.4e-40  134.9   0.0   4.8e-09   36.7   0.0   5.2   3   2   2   5   5   5   5 -
gilliam_04335        -          TPR_16               PF13432.10   1.2e-39  134.5   0.3   4.7e-11   43.1   0.0   3.4   1   1   3   4   4   4   4 -
gilliam_13415        -          TPR_16               PF13432.10   1.2e-39  134.5   0.3   4.7e-11   43.1   0.0   3.4   1   1   3   4   4   4   4 -
ut176_08005          -          TPR_16               PF13432.10   1.3e-39  134.5   0.0   1.9e-07   31.5   0.0   6.8   3   2   4   7   7   7   6 -
ut176_04865          -          TPR_16               PF13432.10   1.5e-39  134.2   0.2   3.5e-11   43.5   0.0   4.7   1   1   4   5   5   5   5 -
gilliam_12380        -          TPR_16               PF13432.10   1.6e-39  134.1   0.0   1.5e-06   28.7   0.0   6.5   1   1   7   8   8   8   8 -
ta686_07200          -          TPR_16               PF13432.10   2.3e-39  133.6   1.0   8.2e-09   35.9   0.0   5.6   1   1   5   6   6   6   6 -
karp_06560           -          TPR_16               PF13432.10   3.8e-39  132.9   1.2   3.4e-08   34.0   0.1   6.2   3   3   2   6   6   6   5 -
ut176_07140          -          TPR_16               PF13432.10   3.9e-39  132.9   0.0   1.9e-07   31.5   0.0   6.8   2   2   4   7   7   7   6 -
ut176_08915          -          TPR_16               PF13432.10   4.1e-39  132.8   0.0     2e-07   31.5   0.0   6.8   3   1   4   7   7   7   6 -
ta686_02570          -          TPR_16               PF13432.10   1.1e-38  131.4   0.0   1.9e-07   31.6   0.0   7.2   2   1   4   7   7   7   6 -
karp_04985           -          TPR_16               PF13432.10   1.5e-38  131.0   0.0   1.8e-08   34.8   0.0   7.0   2   2   4   7   7   7   6 -
ta686_11120          -          TPR_16               PF13432.10   1.6e-38  130.9   0.0   4.8e-07   30.3   0.0   7.0   2   1   6   8   8   8   7 -
ta686_12490          -          TPR_16               PF13432.10   1.6e-38  130.9   0.0   4.8e-07   30.3   0.0   7.0   2   1   6   8   8   8   7 -
ikeda_10400          -          TPR_16               PF13432.10     1e-37  128.3   0.0   2.7e-06   27.9   0.0   6.4   1   1   6   8   8   8   7 -
ta686_03430          -          TPR_16               PF13432.10   1.7e-37  127.7   2.6     7e-11   42.5   0.0   4.3   1   1   4   5   5   5   5 -
karp_02395           -          TPR_16               PF13432.10   1.9e-37  127.5   0.0     2e-07   31.5   0.0   6.5   2   1   6   8   8   8   7 -
kato_05700           -          TPR_16               PF13432.10   2.3e-37  127.3   0.1   1.7e-07   31.7   0.0   6.4   4   2   2   6   6   6   5 -
boryong_11315        -          TPR_16               PF13432.10   2.6e-37  127.1   0.0     1e-06   29.2   0.0   6.4   2   2   5   7   7   7   7 -
karp_02695           -          TPR_16               PF13432.10   3.2e-37  126.8   0.0   1.8e-08   34.8   0.0   7.0   1   1   4   7   7   7   6 -
karp_07785           -          TPR_16               PF13432.10   3.2e-37  126.8   0.0   1.8e-08   34.8   0.0   7.0   1   1   4   7   7   7   6 -
karp_08590           -          TPR_16               PF13432.10   4.9e-37  126.2   0.0   1.1e-06   29.1   0.0   7.1   1   1   4   7   7   7   6 -
ta686_02410          -          TPR_16               PF13432.10   8.7e-37  125.4   0.0   1.5e-09   38.3   0.0   6.9   2   2   6   8   8   8   6 -
ikeda_06520          -          TPR_16               PF13432.10   1.9e-36  124.3   0.3   1.9e-07   31.6   0.0   7.0   2   1   6   8   8   8   7 -
ikeda_08490          -          TPR_16               PF13432.10   1.9e-36  124.3   0.3   1.9e-07   31.6   0.0   7.0   2   1   6   8   8   8   7 -
gilliam_07560        -          TPR_16               PF13432.10   2.5e-36  123.9   0.1   9.3e-08   32.5   0.0   6.4   2   2   4   7   7   7   6 -
ut76_07585           -          TPR_16               PF13432.10   2.7e-36  123.8   0.1     1e-07   32.4   0.0   6.2   3   2   2   6   6   6   5 -
gilliam_07440        -          TPR_16               PF13432.10   3.2e-36  123.6   0.0   9.6e-08   32.5   0.0   6.5   1   1   5   7   7   7   7 -
ut176_01165          -          TPR_16               PF13432.10   3.7e-36  123.4   0.0   1.2e-08   35.4   0.1   6.9   2   1   6   8   8   8   7 -
gilliam_00785        -          TPR_16               PF13432.10   3.8e-36  123.3   0.0   2.1e-07   31.4   0.0   7.1   1   1   6   8   8   8   7 -
gilliam_09370        -          TPR_16               PF13432.10   3.9e-36  123.3   0.0   1.2e-07   32.2   0.0   7.2   2   1   4   7   7   7   6 -
ta686_12230          -          TPR_16               PF13432.10   4.3e-36  123.2   0.0   8.2e-08   32.7   0.0   6.5   2   1   2   6   6   6   5 -
karp_08400           -          TPR_16               PF13432.10   4.8e-36  123.0   0.0   1.5e-06   28.7   0.0   6.7   2   1   2   6   6   6   5 -
gilliam_04435        -          TPR_16               PF13432.10   5.6e-36  122.8   0.0   1.9e-08   34.8   0.0   6.0   1   1   3   6   6   6   6 -
ut76_01270           -          TPR_16               PF13432.10   5.8e-36  122.8   0.0   1.6e-06   28.6   0.0   7.1   2   1   4   7   7   7   6 -
kato_00630           -          TPR_16               PF13432.10     6e-36  122.7   0.0   8.1e-08   32.7   0.0   6.9   3   2   4   7   7   7   6 -
kato_00080           -          TPR_16               PF13432.10   6.1e-36  122.7   0.0   8.1e-08   32.7   0.0   6.9   3   2   4   7   7   7   6 -
kato_01750           -          TPR_16               PF13432.10   6.1e-36  122.7   0.0   8.1e-08   32.7   0.0   6.9   3   2   4   7   7   7   6 -
kato_03850           -          TPR_16               PF13432.10   6.1e-36  122.7   0.0   8.1e-08   32.7   0.0   6.9   3   2   4   7   7   7   6 -
kato_05880           -          TPR_16               PF13432.10   6.1e-36  122.7   0.0   8.1e-08   32.7   0.0   6.9   3   2   4   7   7   7   6 -
kato_10885           -          TPR_16               PF13432.10   7.1e-36  122.5   0.0   1.4e-06   28.8   0.0   6.3   1   1   6   8   8   8   7 -
ut76_09590           -          TPR_16               PF13432.10   7.4e-36  122.4   0.0   1.4e-06   28.8   0.0   6.3   1   1   6   8   8   8   7 -
ut76_03295           -          TPR_16               PF13432.10   1.1e-35  121.9   0.0   1.2e-06   28.9   0.0   6.9   2   2   6   8   8   8   7 -
kato_06275           -          TPR_16               PF13432.10   1.2e-35  121.8   0.0   1.3e-06   28.8   0.0   6.6   2   2   4   7   7   6   5 -
ut176_02655          -          TPR_16               PF13432.10   1.8e-35  121.1   2.0   2.2e-08   34.6   0.0   4.3   2   1   3   5   5   5   5 -
gilliam_07915        -          TPR_16               PF13432.10   3.4e-35  120.3   5.6   7.3e-07   29.7   0.2   7.1   1   1   8   9   9   9   7 -
gilliam_13295        -          TPR_16               PF13432.10   3.4e-35  120.3   5.6   7.3e-07   29.7   0.2   7.1   1   1   8   9   9   9   7 -
ut76_03175           -          TPR_16               PF13432.10   6.3e-35  119.4   0.0   5.9e-07   30.0   0.0   6.5   3   2   4   7   7   7   6 -
ta686_08360          -          TPR_16               PF13432.10   9.6e-35  118.9   0.0   2.6e-07   31.1   0.0   6.4   3   3   4   7   7   7   7 -
ikeda_02275          -          TPR_16               PF13432.10   1.2e-34  118.6   0.0   1.6e-06   28.6   0.0   6.5   2   2   6   8   8   8   6 -
ta686_07845          -          TPR_16               PF13432.10   1.2e-34  118.5   0.0   3.9e-07   30.5   0.0   7.5   1   1   4   7   7   7   6 -
kato_08470           -          TPR_16               PF13432.10   1.5e-34  118.2   0.0   8.1e-08   32.7   0.0   6.9   3   2   4   7   7   7   6 -
karp_01005           -          TPR_16               PF13432.10   1.7e-34  118.1   0.0   1.3e-08   35.3   0.0   6.1   2   2   5   7   7   7   7 -
ut176_06165          -          TPR_16               PF13432.10   2.7e-34  117.4   0.0   2.3e-07   31.3   0.0   6.9   1   1   4   7   7   7   6 -
gilliam_01900        -          TPR_16               PF13432.10   3.1e-34  117.2   0.0   1.9e-10   41.1   0.0   5.8   1   1   4   6   6   6   6 -
karp_12500           -          TPR_16               PF13432.10   6.3e-34  116.2   0.0   1.3e-07   32.0   0.0   6.6   2   1   4   7   7   7   5 -
gilliam_04120        -          TPR_16               PF13432.10     1e-33  115.6   0.0   9.6e-08   32.5   0.0   6.2   1   1   3   6   6   6   6 -
kato_00205           -          TPR_16               PF13432.10   1.9e-33  114.7   0.0   3.3e-07   30.8   0.0   7.0   2   1   6   8   8   8   6 -
ut76_01055           -          TPR_16               PF13432.10   2.6e-33  114.2   0.0   9.2e-07   29.4   0.0   6.4   2   2   6   8   8   8   7 -
ut76_05220           -          TPR_16               PF13432.10   2.6e-33  114.2   0.0   9.2e-07   29.4   0.0   6.4   2   2   6   8   8   8   7 -
ut76_07265           -          TPR_16               PF13432.10   2.6e-33  114.2   0.0   9.2e-07   29.4   0.0   6.4   2   2   6   8   8   8   7 -
ut76_01425           -          TPR_16               PF13432.10     3e-33  114.1   0.0   4.9e-08   33.4   0.0   6.4   2   2   2   6   6   6   5 -
gilliam_10715        -          TPR_16               PF13432.10   3.3e-33  114.0   0.0   5.4e-07   30.1   0.0   6.7   1   1   7   8   8   8   8 -
ta686_08035          -          TPR_16               PF13432.10   3.3e-33  114.0   0.0   5.4e-07   30.1   0.0   6.7   1   1   7   8   8   8   8 -
gilliam_02265        -          TPR_16               PF13432.10   1.3e-32  112.1   0.0   7.1e-06   26.5   0.0   6.9   2   1   6   8   8   8   7 -
gilliam_03310        -          TPR_16               PF13432.10   1.3e-32  112.1   0.0   7.1e-06   26.5   0.0   6.9   2   1   6   8   8   8   7 -
gilliam_08775        -          TPR_16               PF13432.10   1.3e-32  112.1   0.0   7.1e-06   26.5   0.0   6.9   2   1   6   8   8   8   7 -
gilliam_12840        -          TPR_16               PF13432.10   1.3e-32  112.1   0.0   7.1e-06   26.5   0.0   6.9   2   1   6   8   8   8   7 -
gilliam_02130        -          TPR_16               PF13432.10   1.4e-32  112.0   0.4   2.1e-07   31.4   0.1   6.7   1   1   7   8   8   8   6 -
gilliam_12410        -          TPR_16               PF13432.10   1.4e-32  112.0   0.4   2.1e-07   31.4   0.1   6.7   1   1   7   8   8   8   6 -
kato_08210           -          TPR_16               PF13432.10   1.5e-32  111.8   1.1   1.3e-08   35.3   0.0   4.5   1   1   4   5   5   5   5 -
kato_02825           -          TPR_16               PF13432.10   1.7e-32  111.6   0.0   1.3e-07   32.0   0.0   6.6   1   1   5   7   7   7   7 -
kato_08160           -          TPR_16               PF13432.10   1.7e-32  111.6   0.0   1.3e-07   32.0   0.0   6.6   1   1   5   7   7   7   7 -
ut176_01210          -          TPR_16               PF13432.10   2.8e-32  111.0   0.0   5.8e-08   33.2   0.0   6.0   2   2   3   6   6   6   5 -
kato_11570           -          TPR_16               PF13432.10   3.5e-32  110.7   0.1   4.7e-08   33.5   0.1   5.2   3   2   1   5   5   5   4 -
ta686_06520          -          TPR_16               PF13432.10   8.4e-32  109.5   0.0   2.4e-06   28.0   0.0   6.4   3   2   2   6   6   6   5 -
ut176_00340          -          TPR_16               PF13432.10   9.6e-32  109.3   0.0   9.7e-08   32.5   0.0   6.3   3   2   4   7   7   7   6 -
ut176_02560          -          TPR_16               PF13432.10   9.6e-32  109.3   0.0   9.7e-08   32.5   0.0   6.3   3   2   4   7   7   7   6 -
gilliam_05960        -          TPR_16               PF13432.10   5.6e-31  106.8   0.6   3.5e-05   24.3   0.0   6.2   3   2   2   6   6   6   5 -
ut76_05985           -          TPR_16               PF13432.10   5.6e-31  106.8   0.6   3.5e-05   24.3   0.0   6.2   3   2   2   6   6   6   5 -
kato_09095           -          TPR_16               PF13432.10   1.1e-30  105.9   0.0   7.4e-07   29.7   0.0   6.4   2   2   2   6   6   6   5 -
ut176_04095          -          TPR_16               PF13432.10     3e-30  104.5   0.0   7.8e-07   29.6   0.0   6.3   2   2   2   6   6   6   5 -
ut176_04890          -          TPR_16               PF13432.10     3e-30  104.5   0.0   7.8e-07   29.6   0.0   6.3   2   2   2   6   6   6   5 -
ikeda_03735          -          TPR_16               PF13432.10     4e-30  104.1   4.8   7.7e-10   39.2   0.1   4.2   2   1   2   4   4   4   4 -
boryong_04115        -          TPR_16               PF13432.10   1.7e-29  102.0   0.0   1.4e-06   28.7   0.0   6.5   2   1   5   7   7   7   5 -
boryong_09500        -          TPR_16               PF13432.10   1.7e-29  102.0   0.0   1.4e-06   28.7   0.0   6.5   2   1   5   7   7   7   5 -
ut76_10295           -          TPR_16               PF13432.10   2.8e-29  101.4   0.0   8.4e-06   26.3   0.0   7.5   3   2   5   8   8   8   6 -
kato_04085           -          TPR_16               PF13432.10   6.9e-29  100.1   0.0   4.2e-08   33.6   0.0   4.3   1   1   4   5   5   5   5 -
karp_01270           -          TPR_16               PF13432.10   2.2e-28   98.5   3.3   1.6e-08   35.0   0.0   4.1   1   1   3   4   4   4   4 -
karp_00740           -          TPR_16               PF13432.10   2.3e-28   98.5   0.9   1.8e-08   34.8   0.0   5.3   1   1   3   5   5   5   5 -
kato_01395           -          TPR_16               PF13432.10   4.1e-28   97.7   0.1   7.7e-10   39.2   0.0   4.4   3   1   1   4   4   4   4 -
karp_05285           -          TPR_16               PF13432.10   5.4e-28   97.3   0.0   4.6e-05   23.9   0.0   6.3   3   2   4   7   7   7   6 -
karp_08830           -          TPR_16               PF13432.10   9.8e-28   96.4   0.2   3.7e-09   37.0   0.1   3.3   3   0   0   3   3   3   3 -
ut76_08560           -          TPR_16               PF13432.10   7.7e-27   93.6   0.0   3.5e-09   37.1   0.1   3.9   1   1   3   4   4   4   3 -
boryong_07715        -          TPR_16               PF13432.10   2.5e-26   91.9   0.0   1.2e-06   29.0   0.0   4.9   2   1   3   5   5   5   4 -
boryong_00645        -          TPR_16               PF13432.10   1.4e-25   89.5   0.0   9.7e-07   29.3   0.0   4.5   2   1   3   5   5   5   4 -
boryong_03590        -          TPR_16               PF13432.10   1.4e-25   89.5   0.0   9.7e-07   29.3   0.0   4.5   2   1   3   5   5   5   4 -
boryong_06290        -          TPR_16               PF13432.10   1.4e-25   89.5   0.0   9.7e-07   29.3   0.0   4.5   2   1   3   5   5   5   4 -
boryong_06685        -          TPR_16               PF13432.10   1.4e-25   89.5   0.0   9.7e-07   29.3   0.0   4.5   2   1   3   5   5   5   4 -
boryong_06850        -          TPR_16               PF13432.10   1.4e-25   89.5   0.0   9.7e-07   29.3   0.0   4.5   2   1   3   5   5   5   4 -
boryong_11735        -          TPR_16               PF13432.10   1.4e-25   89.5   0.0   9.7e-07   29.3   0.0   4.5   2   1   3   5   5   5   4 -
gilliam_04030        -          TPR_16               PF13432.10   4.2e-24   84.8   0.0   3.5e-09   37.1   0.0   2.5   1   1   2   3   3   3   3 -
gilliam_01670        -          TPR_16               PF13432.10   4.6e-24   84.7   3.1   4.3e-07   30.4   0.1   4.8   2   1   3   5   5   5   5 -
kato_11620           -          TPR_16               PF13432.10     4e-23   81.7   0.0   7.3e-06   26.5   0.0   4.7   2   1   3   5   5   5   5 -
karp_07585           -          TPR_16               PF13432.10   1.7e-22   79.7   0.0   2.9e-05   24.6   0.0   4.7   2   1   3   5   5   5   5 -
gilliam_13065        -          TPR_16               PF13432.10   2.3e-22   79.3   0.0   4.5e-07   30.3   0.0   4.2   2   1   2   4   4   4   4 -
gilliam_01675        -          TPR_16               PF13432.10   6.6e-22   77.8   0.4   2.5e-08   34.4   0.0   3.0   1   1   2   3   3   3   3 -
ut176_02390          -          TPR_16               PF13432.10   2.9e-21   75.7   0.2   1.6e-07   31.8   0.0   2.9   1   1   2   3   3   3   3 -
gilliam_05220        -          TPR_16               PF13432.10   4.7e-21   75.1   0.0   5.4e-06   26.9   0.0   4.4   1   1   4   5   5   5   4 -
gilliam_10055        -          TPR_16               PF13432.10   4.7e-21   75.1   0.0   5.4e-06   26.9   0.0   4.4   1   1   4   5   5   5   4 -
boryong_02940        -          TPR_16               PF13432.10   5.8e-20   71.6   0.0   4.5e-06   27.2   0.0   3.2   2   1   1   3   3   3   3 -
kato_04950           -          TPR_16               PF13432.10   6.6e-19   68.2   0.0   3.6e-09   37.1   0.0   2.2   2   0   0   2   2   2   2 -
kato_08970           -          TPR_16               PF13432.10   6.6e-19   68.2   0.0   3.6e-09   37.1   0.0   2.2   2   0   0   2   2   2   2 -
ut176_02385          -          TPR_16               PF13432.10     2e-18   66.6   0.1   5.2e-07   30.1   0.0   3.0   1   1   2   3   3   3   3 -
boryong_00150        -          TPR_16               PF13432.10   3.3e-18   65.9   2.3   2.1e-08   34.6   0.0   2.6   1   1   2   3   3   3   3 -
karp_06025           -          TPR_16               PF13432.10   2.3e-16   60.1   0.0   4.6e-08   33.5   0.0   2.6   1   1   1   2   2   2   2 -
ut76_04655           -          TPR_16               PF13432.10   1.2e-15   57.7   0.0   2.3e-08   34.5   0.0   2.2   1   1   1   2   2   2   2 -
karp_04295           -          TPR_16               PF13432.10   2.2e-15   56.9   0.0   2.4e-05   24.8   0.0   3.6   1   1   3   4   4   4   3 -
karp_09645           -          TPR_16               PF13432.10   2.6e-15   56.7   0.0   1.1e-08   35.5   0.0   2.2   1   1   1   2   2   2   2 -
boryong_01260        -          TPR_16               PF13432.10   5.7e-15   55.6   0.5   2.2e-07   31.4   0.0   2.1   1   1   1   2   2   2   2 -
