locus_tag	gene	product
boryong_09305	nuoD	NADH-quinone oxidoreductase subunit D
boryong_09310	nuoE	NADH-quinone oxidoreductase subunit E
boryong_09315	nuoF	NADH-quinone oxidoreductase subunit F
boryong_09320	NA	hypothetical protein
boryong_09325	tlc	ADP/ATP carrier protein
boryong_09330	NA	TrbC/VirB2 family protein
boryong_09335	NA	TrbC/VirB2 family protein
boryong_09340	ruvC	crossover junction endodeoxyribonuclease RuvC
boryong_09345	dusB	tRNA dihydrouridine synthase DusB
boryong_09350	yggU	UPF0235 protein OTT_0925
boryong_09355	ubiG	bifunctional 3-demethylubiquinone 3-O-methyltransferase/2-octaprenyl-6-hydroxy phenol methylase
boryong_09360	prmC	peptide chain release factor N(5)-glutamine methyltransferase
boryong_09365	truA	tRNA pseudouridine(38-40) synthase TruA
boryong_09370	rplM	50S ribosomal protein L13
boryong_09375	rpsI	30S ribosomal protein S9
boryong_09385	NA	hypothetical protein
boryong_09390	NA	hypothetical protein
boryong_09395	NA	IS5 family transposase ISOt6
boryong_09400	NA	Putative transposase
boryong_09405	NA	IS5 family transposase ISOt6
boryong_09410	NA	DnaA-N domain-containing protein
boryong_09415	NA	hypothetical protein
boryong_09420	NA	Ankyrin repeat protein with 1 ankyrin repeats
boryong_09425	dam	DNA methyltransferase
boryong_09430	NA	Putative signal transduction histidine kinase
boryong_09435	NA	Putative signal transduction histidine kinase
boryong_09440	spoT	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
boryong_09445	NA	hypothetical protein
boryong_09450	NA	hypothetical protein
boryong_09455	NA	(P)ppGpp synthetase
boryong_09460	xthA2	exodeoxyribonuclease III
boryong_09465	traD	conjugative transfer protein
boryong_09470	NA	hypothetical protein
boryong_09475	traA	conjugal transfer protein TraA
boryong_09480	traA	conjugal transfer protein TraA
boryong_09485	traA	conjugal transfer protein TraA
boryong_09490	NA	toprim domain-containing protein
boryong_09495	NA	Conjugal transfer protein
boryong_09500	NA	Tetratricopeptide repeat protein with 8 trp repeats
boryong_09505	NA	hypothetical protein
boryong_09510	NA	Conjugative transfer protein
boryong_09515	NA	conjugal transfer protein TraN
boryong_09520	NA	Conjugal transfer protein TraN
boryong_09525	NA	Type-F conjugative transfer system pilin assembly family protein
boryong_09530	NA	Conjugal transfer protein
boryong_09535	NA	conjugal transfer protein
boryong_09540	NA	Conjugal transfer protein
boryong_09545	NA	hypothetical protein
boryong_09550	traE	conjugative transfer protein
boryong_09555	traL	Uncharacterised protein
boryong_09560	NA	Phage-related integrase
boryong_09565	NA	DDE superendonuclease family protein
boryong_09570	NA	DDE superendonuclease family protein
boryong_09575	aNKYR	Ankyrin repeat protein with 5 ankyrin repeats
boryong_09580	NA	hypothetical protein
boryong_09585	NA	DNA helicase
boryong_09590	dnaB	Replicative DNA helicase
boryong_09595	NA	DnaA N-terminal domain protein
boryong_09600	NA	hypothetical protein
boryong_09605	NA	hypothetical protein
boryong_09610	gtaD	phage portal protein
boryong_09615	NA	hypothetical protein
boryong_09620	hipB	XRE family transcriptional regulator
boryong_09625	scaC	ScaC autotransporter protein
boryong_09635	NA	ankyrin repeat domain-containing protein
boryong_09640	NA	hypothetical protein
boryong_09645	NA	hypothetical protein
boryong_09650	NA	reverse transcriptase domain-containing protein
boryong_09655	NA	hypothetical protein
boryong_09660	NA	hypothetical protein
boryong_09665	NA	hypothetical protein
boryong_09670	NA	Putative integrase
boryong_09675	NA	site-specific integrase
boryong_09680	NA	Phage-related integrase
boryong_09685	sdhC	succinate dehydrogenase, cytochrome b556 subunit
boryong_09690	sdhD	succinate dehydrogenase, hydrophobic membrane anchor protein
boryong_09695	sdhA	succinate dehydrogenase flavoprotein subunit
boryong_09700	sdhB	succinate dehydrogenase iron-sulfur subunit
boryong_09705	NA	Conjugal transfer protein
boryong_09710	NA	Conjugal transfer protein TraB
boryong_09715	lepB	signal peptidase I
boryong_09720	rnc	ribonuclease III
boryong_09725	NA	DDE superendonuclease family protein
boryong_09730	NA	(P)pGpp hydrolase
boryong_09735	menE,fadK	acyl-[ACP]--phospholipid O-acyltransferase
boryong_09740	ypfH	esterase
boryong_09745	nth	endonuclease III
boryong_09750	grxD	Grx4 family monothiol glutaredoxin
boryong_09755	nifU	NifU family protein
boryong_09760	NA	hypothetical protein
boryong_09765	NA	transcriptional regulator
boryong_09770	fieF	Cation efflux family
boryong_09775	tadA	tRNA-specific adenosine deaminase
boryong_09780	ligA	DNA ligase (NAD(+)) LigA
boryong_09785	pepA	aminopeptidase
boryong_09790	NA	Transposase
boryong_09795	NA	hypothetical protein
boryong_09800	NA	Site-specific DNA-methyltransferase (adenine-specific)
boryong_09805	NA	Site-specific DNA-methyltransferase (adenine-specific)
boryong_09810	NA	ATP-binding protein
boryong_09815	NA	ATP-binding protein
boryong_09820	NA	ATP-binding protein
boryong_09825	NA	Hydrolase
boryong_09830	NA	Phage-related integrase
boryong_09835	traL	Uncharacterised protein
boryong_09840	traE	conjugative transfer protein
boryong_09845	NA	hypothetical protein
boryong_09850	NA	Conjugal transfer protein
boryong_09855	NA	conjugal transfer protein
boryong_09860	NA	Conjugal transfer protein
boryong_09865	NA	Type-F conjugative transfer system pilin assembly family protein
boryong_09870	NA	Conjugal transfer protein TraN
boryong_09875	NA	conjugal transfer protein TraN
boryong_09880	NA	Conjugative transfer protein
boryong_09885	NA	hypothetical protein
boryong_09890	NA	Conjugal transfer protein
boryong_09895	NA	Conjugal transfer protein TraH
boryong_09900	NA	Conjugal transfer protein TraH
boryong_09905	virD4	Type IV secretory pathway, VirD4 component, TraG/TraD family ATPase
boryong_09910	NA	transposase
boryong_09915	NA	toprim domain-containing protein
boryong_09920	traA	conjugal transfer protein TraA
boryong_09925	NA	hypothetical protein
boryong_09930	traD	conjugative transfer protein
boryong_09935	NA	hypothetical protein
boryong_09940	NA	hypothetical protein
boryong_09945	spoT	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
boryong_09950	NA	Putative signal transduction histidine kinase
boryong_09955	NA	hypothetical protein
boryong_09960	NA	hypothetical protein
boryong_09965	NA	Site-specific DNA-methyltransferase (adenine-specific)
boryong_09970	NA	Site-specific DNA-methyltransferase (adenine-specific)
boryong_09975	NA	Putative ompA-like autotransporter
boryong_09980	aNKYR	Ankyrin repeat protein with 5 ankyrin repeats
boryong_09985	NA	Putative spoT-like ppGpp hydrolase
boryong_09990	NA	Ankyrin repeat protein with 12 ankyrin repeats
boryong_09995	NA	hypothetical protein
boryong_10000	NA	Transposase
boryong_10005	NA	Transposase DDE domain protein
boryong_10010	yajC	preprotein translocase subunit YajC
boryong_10015	secD	protein translocase subunit SecD
boryong_10020	NA	DDE superendonuclease family protein
boryong_10025	NA	Transposase
boryong_10030	NA	DDE superendonuclease family protein
boryong_10035	NA	IS5 family transposase ISOt6
boryong_10040	aatA	aspartate aminotransferase
boryong_10045	ubiG	Ubiquinone biosynthesis O-methyltransferase
boryong_10050	mlaA	ABC transporter
boryong_10055	mlaC	MlaC protein
boryong_10060	hemW	radical SAM family heme chaperone HemW
boryong_10065	NA	hypothetical protein
boryong_10070	recO	DNA repair protein RecO
boryong_10075	NA	Transposase
boryong_10080	NA	DDE superendonuclease family protein
boryong_10085	NA	Transposase
boryong_10090	NA	Putative integrase
boryong_10095	NA	Conjugative transfer protein
boryong_10100	NA	DUF721 domain-containing protein
boryong_10105	radC	DNA repair protein RadC
boryong_10110	rpsL	30S ribosomal protein S12
boryong_10115	rpsG	30S ribosomal protein S7
boryong_10120	fusA	elongation factor G
boryong_10125	rpsA	30S ribosomal protein S1
boryong_10130	NA	DDE superendonuclease family protein
boryong_10135	NA	IS5 family transposase ISOt6
boryong_10140	tnp-IS630	IS630 family transposase
boryong_10145	cspC	cold-shock protein
boryong_10150	gcvT	aminomethyltransferase
boryong_10155	NA	Transposase
boryong_10160	NA	hypothetical protein
boryong_10165	NA	hypothetical protein
boryong_10170	hinT	Purine nucleoside phosphoramidase
boryong_10175	asd	aspartate-semialdehyde dehydrogenase
boryong_10180	cyoB	protoheme IX farnesyltransferase
boryong_10185	ctaD	cytochrome c oxidase subunit I
boryong_10190	gtaE	phage terminase large subunit
boryong_10195	ctc	50S ribosomal protein L25/general stress protein Ctc
boryong_10200	arfB	aminoacyl-tRNA hydrolase
boryong_10205	ychF	GTP-binding protein YchF
boryong_10210	NA	hypothetical protein
boryong_10215	xthA2	exodeoxyribonuclease III
boryong_10220	NA	hypothetical protein
boryong_10225	NA	Putative ompA-like autotransporter
boryong_10230	NA	hypothetical protein
boryong_10235	NA	hypothetical protein
boryong_10240	ykfC	Retron-type reverse transcriptase
boryong_10245	NA	hypothetical protein
boryong_10250	NA	hypothetical protein
boryong_10255	cyc7	cytochrome c family protein
boryong_10260	hflC	paraslipin
boryong_10265	NA	hypothetical protein
boryong_10270	NA	DnaB-like helicase N terminal domain protein
boryong_10275	NA	hypothetical protein
boryong_10280	NA	hypothetical protein
boryong_10285	NA	(P)ppGpp synthetase
boryong_10290	NA	hypothetical protein
boryong_10295	NA	Reverse transcriptase family protein
boryong_10300	NA	Reverse transcriptase family protein
boryong_10305	trpS	tryptophan--tRNA ligase
boryong_10310	NA	Transposase
boryong_10315	NA	DDE superendonuclease family protein
boryong_10320	NA	transposase
boryong_10325	NA	Putative transposase
boryong_10330	NA	Transposase family protein
boryong_10335	NA	Integrase
boryong_10340	NA	Putative integrase domain protein
boryong_10345	NA	hypothetical protein
boryong_10350	NA	hypothetical protein
boryong_10355	NA	reverse transcriptase domain-containing protein
boryong_10360	ykfC	reverse transcriptase
boryong_10365	mrp	ATP-binding protein
boryong_10370	hflK	HflK protein
boryong_10375	hflC	protease modulator HflC
boryong_10380	tsa47	type surface antigen 47kDa
boryong_10385	ompA	peptidoglycan-associated lipoprotein
boryong_10390	gtaB	glycoside hydrolase TIM-barrel-like domain-containing protein
boryong_10395	fpr	ferredoxin--NADP(+) reductase
boryong_10400	folD	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase
boryong_10405	NA	hypothetical protein
boryong_10410	topA	DNA topoisomerase I
boryong_10415	mdh	malate dehydrogenase
boryong_10420	rimM	ribosome maturation factor RimM
boryong_10425	NA	AsmA-like C-terminal region
boryong_10430	fmt	methionyl-tRNA formyltransferase
boryong_10435	def	peptide deformylase
boryong_10440	NA	hypothetical protein
boryong_10445	NA	DnaA-N domain-containing protein
boryong_10450	dnaB	Replicative DNA helicase
boryong_10455	NA	Replicative DNA helicase
boryong_10460	NA	HD domain protein
boryong_10465	NA	Putative ompA-like autotransporter
boryong_10470	NA	Site-specific DNA-methyltransferase (adenine-specific)
boryong_10475	NA	Putative signal transduction histidine kinase
boryong_10480	NA	DDE superendonuclease family protein
boryong_10485	NA	DDE superendonuclease family protein
boryong_10490	NA	TPR repeat-containing protein 08
boryong_10495	NA	tetratricopeptide repeat protein
boryong_10500	NA	Conjugal transfer TraD family protein
boryong_10505	NA	hypothetical protein
boryong_10510	traA	conjugal transfer protein TraA
boryong_10515	traA	conjugal transfer protein TraA
boryong_10520	NA	Conjugal transfer protein TraA
boryong_10525	NA	Putative conjugative transfer TraI domain protein
boryong_10530	NA	Putative conjugal transfer protein TraA
boryong_10535	NA	toprim domain-containing protein
boryong_10540	NA	Conjugal transfer protein TraI
boryong_10545	NA	Rpn family recombination-promoting nuclease/putative transposase
boryong_10550	NA	Putative transposase
boryong_10555	ndk	nucleoside-diphosphate kinase
boryong_10565	NA	hypothetical protein
boryong_10570	NA	DnaA N-terminal domain protein
boryong_10575	dnaB	Replicative DNA helicase
boryong_10580	NA	Putative integrase
boryong_10585	NA	site-specific integrase
boryong_10590	traL	Uncharacterised protein
boryong_10595	traE	conjugative transfer protein
boryong_10600	NA	hypothetical protein
boryong_10605	NA	Conjugal transfer protein
boryong_10610	NA	conjugal transfer protein
boryong_10615	NA	Conjugal transfer protein
boryong_10620	NA	Type-F conjugative transfer system pilin assembly family protein
boryong_10625	NA	Conjugal transfer protein TraN
boryong_10630	NA	Conjugative transfer protein
boryong_10635	traF	conjugal transfer protein
boryong_10640	NA	Conjugal transfer protein TraH
boryong_10645	NA	Putative conjugative transfer protein TraH
boryong_10650	traG	conjugal transfer protein TraG
boryong_10655	NA	Conjugal transfer protein TraC
boryong_10660	NA	hypothetical protein
boryong_10665	NA	Site-specific DNA-methyltransferase (adenine-specific)
boryong_10670	rmd1	ribonuclease D
boryong_10675	NA	Conjugal transfer protein
boryong_10680	NA	Bacterial conjugation TrbI-like family protein
boryong_10685	NA	hypothetical protein
boryong_10690	ctaA	Heme A synthase
boryong_10695	NA	Transposase DDE domain protein
boryong_10700	NA	hypothetical protein
boryong_10705	NA	reverse transcriptase domain-containing protein
boryong_10710	NA	hypothetical protein
boryong_10715	NA	Transposase
boryong_10720	cflA	Bcr/CflA family drug resistance efflux transporter
boryong_10725	NA	hypothetical protein
boryong_10730	NA	hypothetical protein
boryong_10735	NA	hypothetical protein
boryong_10740	NA	Phage-related integrase
boryong_10745	traL	Uncharacterised protein
boryong_10750	traE	conjugative transfer protein
boryong_10755	NA	hypothetical protein
boryong_10760	NA	Putative membrane protein
boryong_10765	NA	Conjugal transfer protein
boryong_10770	NA	Conjugal transfer protein
boryong_10775	NA	DDE superendonuclease family protein
boryong_10780	NA	DDE superendonuclease family protein
boryong_10785	traL	Uncharacterised protein
boryong_10790	NA	site-specific integrase
boryong_10795	NA	Putative integrase
boryong_10800	NA	Putative transposase
boryong_10805	NA	Putative transposase
boryong_10810	NA	DDE superendonuclease family protein
boryong_10815	znuB	metal ABC transporter permease
boryong_10820	znuC	zinc ABC transporter ATP-binding protein
boryong_10825	ybaB	YbaB/EbfC family nucleoid-associated protein
boryong_10830	dnaX	DNA polymerase III subunit gamma/tau
boryong_10840	NA	autotransporter domain-containing protein
boryong_10845	hisJ	PBPb domain-containing protein
boryong_10850	xseA	exodeoxyribonuclease VII large subunit
boryong_10855	phnP	MBL fold metallo-hydrolase
boryong_10860	NA	phospholipid phosphatase
boryong_10865	rplU	50S ribosomal protein L21
boryong_10870	rpmA	50S ribosomal protein L27
boryong_10875	NA	Transposase
boryong_10880	tnp-ISOt6	IS5 family ISOt6 transposase
boryong_10885	NA	hypothetical protein
boryong_10890	traA	conjugal transfer protein TraA
boryong_10895	NA	Conjugal transfer protein TraA
boryong_10900	NA	Conjugal transfer protein TraA
boryong_10905	NA	DDE transposase family protein
boryong_10910	NA	hypothetical protein
boryong_10920	NA	hypothetical protein
boryong_10925	pgsA	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
boryong_10930	NA	Transposase
boryong_10935	NA	hypothetical protein
boryong_10940	NA	DnaA-N domain-containing protein
boryong_10945	NA	DNA helicase
boryong_10950	NA	DDE superendonuclease family protein
boryong_10955	NA	hypothetical protein
boryong_10960	spoT	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
boryong_10965	NA	hypothetical protein
boryong_10970	NA	hypothetical protein
boryong_10975	NA	hypothetical protein
boryong_10980	NA	DDE superendonuclease family protein
boryong_10985	NA	DDE superendonuclease family protein
boryong_10990	NA	IS5 family transposase ISOt6
boryong_10995	NA	Transposase
boryong_11000	NA	hypothetical protein
boryong_11005	NA	hypothetical protein
boryong_11010	rlpA	septal ring lytic transglycosylase RlpA family lipoprotein
boryong_11015	NA	Putative integrase
boryong_11020	mscC	mechanosensitive ion channel protein MscS
boryong_11025	tatD	DNA-binding protein
boryong_11030	metG	methionine--tRNA ligase
boryong_11035	priA	primosomal protein N'
boryong_11040	virB3	type VI secretion protein
boryong_11045	virB4-1	VirB4 family type IV secretion/conjugal transferATPase
boryong_11050	virB6-1	type VI secretion protein
boryong_11055	virB6-2	type VI secretion protein
boryong_11060	virB6-3	type VI secretion protein
boryong_11065	virB6-4	type VI secretion protein
boryong_11070	narK	MFS transporter
boryong_11075	mutL	DNA mismatch repair protein MutL
boryong_11080	gltX2	glutamate--tRNA ligase 2
boryong_11085	cysS	cysteine--tRNA ligase
boryong_11090	NA	Transposase
boryong_11095	NA	IS982 family transposase
boryong_11100	uvrD	DNA helicase II
boryong_11105	NA	DDE superendonuclease family protein
boryong_11110	NA	DDE superendonuclease family protein
boryong_11115	NA	Transposase
boryong_11120	NA	transposase
boryong_11125	pld	phospholipase D family protein
boryong_11130	NA	ATP-binding protein
boryong_11135	NA	ATP-binding protein
boryong_11140	NA	Transposase
boryong_11145	NA	hypothetical protein
boryong_11150	NA	hypothetical protein
boryong_11155	NA	hypothetical protein
boryong_11160	NA	hypothetical protein
boryong_11165	spoT	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
boryong_11170	baeS	sensor histidine kinase
boryong_11175	baeS	sensor histidine kinase
boryong_11180	NA	hypothetical protein
boryong_11185	dam	DNA methyltransferase
boryong_11190	NA	Putative ompA-like autotransporter
boryong_11195	NA	ankyrin
boryong_11200	NA	DnaA N-terminal domain protein
boryong_11205	NA	Putative ompA-like autotransporter
boryong_11210	NA	hypothetical protein
boryong_11215	NA	hypothetical protein
boryong_11220	NA	Phage-related integrase
boryong_11225	traL	Uncharacterised protein
boryong_11230	traE	conjugative transfer protein
boryong_11235	NA	hypothetical protein
boryong_11240	NA	Conjugal transfer protein
boryong_11245	NA	conjugal transfer protein
boryong_11250	NA	Conjugal transfer protein
boryong_11255	NA	Type-F conjugative transfer system pilin assembly family protein
boryong_11260	NA	Conjugal transfer protein TraN
boryong_11265	NA	conjugal transfer protein TraN
boryong_11270	NA	ankyrin repeat domain-containing protein
boryong_11275	NA	hypothetical protein
boryong_11280	NA	hypothetical protein
boryong_11285	NA	hypothetical protein
boryong_11290	NA	Conjugal transfer protein
boryong_11295	NA	Conjugal transfer protein TraH
boryong_11300	NA	Conjugal transfer protein TraH
boryong_11305	traG	conjugal transfer protein TraG
boryong_11310	NA	Conjugative transfer TraG domain protein
boryong_11315	NA	TPR repeat-containing protein 01_07
boryong_11320	traD	conjugal transfer protein
boryong_11325	NA	transposase
boryong_11330	NA	toprim domain-containing protein
boryong_11335	traA	conjugal transfer protein TraA
boryong_11340	NA	hypothetical protein
boryong_11345	traD	conjugative transfer protein
boryong_11350	NA	hypothetical protein
boryong_11355	spoT	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
boryong_11360	baeS	sensor histidine kinase
boryong_11365	baeS	sensor histidine kinase
boryong_11370	NA	hypothetical protein
boryong_11375	NA	Ankyrin repeat protein with 1 ankyrin repeats
boryong_11380	dam	DNA methyltransferase
boryong_11385	NA	Hypotheical protein
boryong_11390	NA	hypothetical protein
boryong_11395	NA	DnaA-N domain-containing protein
boryong_11400	NA	IS5 family transposase ISOt6
boryong_11405	NA	DDE superendonuclease family protein
boryong_11410	NA	IS5 family transposase ISOt6
boryong_11415	NA	hypothetical protein
boryong_11420	NA	DDE superendonuclease family protein
boryong_11425	NA	DDE superendonuclease family protein
boryong_11430	NA	hypothetical protein
boryong_11435	NA	hypothetical protein
boryong_11440	NA	Phage-related integrase
boryong_11445	traL	Uncharacterised protein
boryong_11450	traE	conjugative transfer protein
boryong_11455	NA	hypothetical protein
boryong_11460	NA	Conjugal transfer protein
boryong_11465	NA	conjugal transfer protein
boryong_11470	NA	Conjugal transfer protein
boryong_11475	NA	Type-F conjugative transfer system pilin assembly family protein
boryong_11480	NA	Conjugal transfer protein TraN
boryong_11485	NA	Conjugative transfer protein
boryong_11490	NA	hypothetical protein
boryong_11495	NA	Conjugal transfer protein
boryong_11500	NA	Conjugal transfer protein TraH
boryong_11505	NA	Conjugal transfer protein TraH
boryong_11510	NA	hypothetical protein
boryong_11515	NA	DDE superendonuclease family protein
boryong_11520	NA	DDE superendonuclease family protein
boryong_11525	NA	hypothetical protein
boryong_11530	NA	Conjugal transfer protein
boryong_11535	NA	Putative permease
boryong_11540	rpnC	Recombination-promoting DNA endonuclease RpnC/YadD
boryong_11545	NA	Conjugal transfer protein TraI
boryong_11550	NA	hypothetical protein
boryong_11555	NA	hypothetical protein
boryong_11560	traA	conjugal transfer protein TraA
boryong_11565	traA	conjugal transfer protein TraA
boryong_11570	traA	conjugal transfer protein TraA
boryong_11575	lspA	Lipoprotein signal peptidase
boryong_11585	bamD	outer membrane protein assembly factor BamD
boryong_11590	NA	hypothetical protein
boryong_11595	NA	reverse transcriptase
boryong_11600	NA	hypothetical protein
boryong_11605	NA	hypothetical protein
boryong_11610	NA	DnaA N-terminal domain protein
boryong_11615	dnaB	Replicative DNA helicase
boryong_11620	NA	Replicative DNA helicase
boryong_11625	NA	HD domain protein
boryong_11630	NA	Putative ompA-like autotransporter
boryong_11635	NA	Site-specific DNA-methyltransferase (adenine-specific)
boryong_11640	NA	Site-specific DNA-methyltransferase (adenine-specific)
boryong_11645	aNKYR	ankyrin repeat domain-containing protein
boryong_11650	NA	OTT_1508-like deaminase
boryong_11655	baeS	sensor histidine kinase
boryong_11660	NA	hypothetical protein
boryong_11665	NA	ATP-binding protein
boryong_11670	spoT	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
boryong_11675	NA	hypothetical protein
boryong_11680	NA	Conjugal transfer TraD family protein
boryong_11685	NA	hypothetical protein
boryong_11690	NA	IS982 family transposase
boryong_11695	NA	Putative transposase
boryong_11700	NA	hypothetical protein
boryong_11705	traA	conjugal transfer protein TraA
boryong_11710	NA	AAA family ATPase
boryong_11715	NA	toprim domain-containing protein
boryong_11720	NA	transposase
boryong_11725	virD4	Type IV secretory pathway, VirD4 component, TraG/TraD family ATPase
boryong_11730	NA	Conjugal transfer protein
boryong_11735	NA	Tetratricopeptide repeat protein with 5 trp repeats
boryong_11740	traG	conjugal transfer protein TraG
boryong_11745	NA	Conjugal transfer protein TraH
boryong_11750	NA	Conjugal transfer protein TraH
boryong_11755	NA	Conjugal transfer protein
boryong_11760	NA	hypothetical protein
boryong_11765	traN	conjugal transfer protein TraN
boryong_11770	NA	Type-F conjugative transfer system pilin assembly family protein
boryong_11775	NA	Conjugal transfer protein
boryong_11780	NA	TraU family protein
boryong_11785	NA	hypothetical protein
boryong_11790	traW	type-F conjugative transfer system protein TraW
boryong_11795	virB4	Type IV secretory pathway, VirB4 component
boryong_11800	NA	Conjugal transfer protein TraC
boryong_11805	NA	Conjugal transfer protein TraC
boryong_11810	NA	conjugal transfer protein
boryong_11815	traB	conjugal transfer protein
boryong_11820	traK2	hypothetical protein
boryong_11825	traK1	hypothetical protein
boryong_11830	traE	conjugative transfer protein
boryong_11835	traL	Uncharacterised protein
boryong_11840	NA	Phage-related integrase
boryong_11845	NA	Putative transposase
boryong_11850	NA	hypothetical protein
boryong_11855	NA	DnaA-N domain-containing protein
boryong_11860	NA	Replicative DNA helicase
boryong_11865	spoT	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
boryong_11870	NA	Ankyrin
boryong_11875	NA	Ankyrin repeat protein with 2 ankyrin repeats
boryong_11880	NA	hypothetical protein
boryong_11885	NA	DUF2748 domain-containing protein
boryong_11890	mnmA	tRNA 2-thiouridine(34) synthase MnmA
boryong_11895	NA	hypothetical protein
boryong_11900	NA	Propionyl-CoA carboxylase beta chain
boryong_11905	NA	Propionyl-CoA carboxylase beta chain
boryong_11910	NA	hypothetical protein
boryong_11915	NA	DnaA-N domain-containing protein
boryong_11920	NA	hypothetical protein
boryong_11925	tnp-IS110	IS110 family transposase
boryong_11930	NA	ankyrin repeat domain-containing protein
boryong_11935	NA	hypothetical protein
boryong_11940	NA	Putative ompA-like autotransporter
boryong_11945	NA	Site-specific DNA-methyltransferase (adenine-specific)
boryong_11950	NA	hypothetical protein
boryong_11955	NA	hypothetical protein
boryong_11960	NA	Site-specific DNA adenine methylase
boryong_11965	baeS	sensor histidine kinase
boryong_11970	baeS	sensor histidine kinase
boryong_11975	NA	(P)pGpp hydrolase
boryong_11980	NA	(P)ppGpp synthetase
boryong_11985	NA	hypothetical protein
boryong_11990	NA	hypothetical protein
boryong_11995	NA	Reverse transcriptase domain protein
boryong_12000	NA	IS982 family transposase
boryong_12005	NA	hypothetical protein
boryong_12010	NA	hypothetical protein
boryong_12015	NA	hypothetical protein
boryong_12020	NA	DDE superendonuclease family protein
boryong_12025	NA	DDE superendonuclease family protein
boryong_12030	NA	Conjugal transfer TraD family protein
boryong_12035	traA	conjugal transfer protein TraA
boryong_12040	traA	conjugal transfer protein TraA
boryong_12045	NA	Putative conjugative transfer protein TraA
boryong_12050	traA	conjugal transfer protein TraA
boryong_12055	traA	conjugal transfer protein TraA
boryong_12060	NA	toprim domain-containing protein
boryong_12065	NA	hypothetical protein
boryong_12070	ykfC	reverse transcriptase
boryong_12075	NA	hypothetical protein
boryong_12080	NA	MobA/MobL family protein
boryong_12085	traA	conjugal transfer protein TraA
boryong_12090	NA	Conjugal transfer protein TraD
boryong_12095	xthA2	exodeoxyribonuclease III
boryong_12100	NA	(P)ppGpp synthetase
boryong_12105	NA	hypothetical protein
boryong_12110	NA	DDE superendonuclease family protein
boryong_12115	NA	IS5 family transposase ISOt6
boryong_12120	NA	hypothetical protein
boryong_12125	NA	DnaB-like helicase C terminal domain protein
boryong_12130	NA	Transposase DDE domain protein
boryong_12135	NA	Putative transposase
boryong_12145	pipB2	Secreted effector protein PipB2
boryong_12150	NA	OmpA-like, putative autotransporter
boryong_12155	NA	hypothetical protein
boryong_12160	NA	HTH-Tnp-4 domain-containing protein
boryong_12165	NA	Transposase
boryong_12170	NA	Putative transposase
boryong_12175	NA	Transposase
boryong_12180	NA	IS630 family transposase
boryong_12185	NA	transposase
boryong_12190	NA	DDE superendonuclease family protein
boryong_12195	NA	DDE superendonuclease family protein
boryong_12200	NA	Transposase
boryong_12205	NA	IS630 transposase-related protein
boryong_12210	scaB	ScaB autotransporter protein
boryong_12215	NA	Transposase
boryong_12220	NA	reverse transcriptase domain-containing protein
boryong_12225	NA	hypothetical protein
boryong_12230	NA	hypothetical protein
boryong_12235	NA	hypothetical protein
boryong_12240	NA	Transposase
boryong_12245	rluC	ribosomal large subunit pseudouridine synthase
boryong_12250	holB	DNA polymerase III subunit delta'
boryong_12255	ppa	inorganic pyrophosphatase
boryong_12260	dksA	RNA polymerase-binding protein DksA
boryong_12265	xerC	recombinase XerC
boryong_12270	mnmE	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE
boryong_12275	gdhA	NAD-glutamate dehydrogenase
boryong_12280	NA	Transposase
boryong_12285	NA	IS5 family transposase ISOt6
boryong_12290	NA	DDE superendonuclease family protein
boryong_12295	secB	protein-export protein SecB
boryong_12300	dcd	deoxycytidine triphosphate deaminase
boryong_12305	NA	porin
boryong_12310	frr	ribosome-recycling factor
boryong_12315	nuoG	NADH-quinone oxidoreductase subunit G
boryong_12320	nuoH	NADH:ubiquinone oxidoreductase subunit H
boryong_12325	nuoI	NADH-quinone oxidoreductase subunit I
boryong_12330	nuoJ	NADH:ubiquinone oxidoreductase subunit J
boryong_12335	nuoK	NADH-quinone oxidoreductase subunit K
boryong_12340	erhM	2-hydroxyacid dehydrogenase
boryong_12345	nuoM	NADH-quinone oxidoreductase subunit M
boryong_12350	nuoN	NADH-quinone oxidoreductase subunit N
boryong_12355	tilS	tRNA lysidine(34) synthetase TilS
boryong_12360	ftsH	ATP-dependent metalloprotease
boryong_12365	alkA	3-methyladenine DNA glycosylase
boryong_12370	tsaE	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE
boryong_12375	rodA	rod shape-determining protein RodA
boryong_12380	mreD	Uncharacterised protein
